name,type,address,phone,big,normal,small,longitude,latitude
다운정수장 옆 체육시설,간이운동장,울산광역시 중구 다운동   887,,울산광역시,중구,다운동,129.2640528,35.56039554
다운족구장,기타시설,울산광역시 중구 구루미9길 37-1(다운동),,울산광역시,중구,다운동,129.2717552,35.5563485
다원1리 체육시설,간이운동장,경남 밀양시 산외면 다죽리 1303-51,,경상남도,밀양시,다죽리,128.8096753,35.50692801
다원2마을 체육시설,간이운동장,경상남도 밀양시 산외면 다원2리2길 12,,경상남도,밀양시,다죽리,128.81661,35.50225704
다이빙지상훈련장(종합경기장),기타시설,제주특별자치도 제주시 서광로2길 24 (오라일동),,제주특별자치도,제주시,오라일동,126.5187972,33.49506287
다익빌라 옆,간이운동장,충청북도 옥천군 옥천읍 삼양로5길 19 (다익빌라),043-730-4884,충청북도,옥천군,삼양리,127.5655656,36.30477604
다인게이트볼장,전천후게이트볼장,경상북도 의성군 다인면 서부로 2724,,경상북도,의성군,서릉리,128.3579327,36.44682383
다인면 건강체육공원,간이운동장,경북 의성군 다인면 삼분리 1095,,경상북도,의성군,삼분리,128.4053774,36.42235252
다인면 남산체육공원,간이운동장,경상북도 의성군 다인면 서부로 2730,,경상북도,의성군,서릉리,128.3574815,36.44706036
다인면 달제2리 달제교회,간이운동장,경상북도 의성군 다인면 문암길 582,,경상북도,의성군,달제리,128.3994009,36.45775211
다인면 달제2리 달제교회,간이운동장,경상북도 의성군 다인면 달제리 문암길 582,054-830-5333,경상북도,의성군,,128.3994005,36.45775257
다인면 달제2리 달제보건진료소,간이운동장,경상북도 의성군 다인면 자미로 467,,경상북도,의성군,달제리,128.3851598,36.47060915
다인면 덕미1리 상광노인정,간이운동장,경상북도 의성군 다인면 덕미1길 15-5,,경상북도,의성군,덕미리,128.3411104,36.47938266
다인면 덕미1리 상광노인정,간이운동장,경상북도 의성군 다인면 덕미리 덕미1길 15,054-830-5333,경상북도,의성군,,128.3411121,36.4793812
다인면 덕미리 동네체육시설,간이운동장,경상북도 의성군 다인면 덕미3길 18,,경상북도,의성군,덕미리,128.3576242,36.5076161
다인면 덕지1리 동네체육시설,간이운동장,경상북도 의성군 다인면 상주다인로 941-44,,경상북도,의성군,덕지리,128.3218852,36.45258894
다인면 덕지2리 동네체육시설,간이운동장,경북 의성군 다인면 덕지리 678-2,,경상북도,의성군,덕지리,128.3288287,36.44287436
다인면 덕지3리 마을회관,간이운동장,경상북도 의성군 다인면 덕지리 덕지3길 29,054-830-5333,경상북도,의성군,,128.3348862,36.46456861
다인면 덕지3리 하광노인회관,간이운동장,경상북도 의성군 다인면 덕지3길 29,,경상북도,의성군,덕지리,128.334885,36.4645679
다인면 도암1리 동네체육시설,간이운동장,경상북도 의성군 다인면 도암길 34-9,,경상북도,의성군,도암리,128.3583485,36.45726922
다인면 도암체육공원,간이운동장,경북 의성군 다인면 도암리 산 42,,경상북도,의성군,도암리,128.3405231,36.4568374
다인면 봉정2리 마을회관,간이운동장,경상북도 의성군 다인면 봉정길 59,,경상북도,의성군,봉정리,128.3943316,36.4850303
다인면 봉정2리 마을회관,간이운동장,경상북도 의성군 다인면 봉정리 봉정길 59,054-830-5333,경상북도,의성군,,128.3943295,36.48503186
다인면 산내리 동네체육시설,간이운동장,경상북도 의성군 다인면 산내길 203,,경상북도,의성군,산내리,128.3308561,36.43120277
다인면 삼분1리 동네체육시설,간이운동장,경상북도 의성군 다인면 삼분1길 36,,경상북도,의성군,삼분리,128.4053371,36.42364795
다인면 삼분2리 경로당,간이운동장,경상북도 의성군 다인면 삼분2길 211-3,,경상북도,의성군,삼분리,128.4099113,36.42081109
다인면 삼분2리 경로당,간이운동장,경상북도 의성군 다인면 삼분리 삼분2길 211,054-830-5333,경상북도,의성군,,128.4099134,36.42081043
다인면 삼분3리 동네체육시설,간이운동장,경상북도 의성군 다인면 삼분3길 111-2,,경상북도,의성군,삼분리,128.4186579,36.43203892
다인면 서릉2리 다인성당,간이운동장,경상북도 의성군 다인면 서릉3길 11-5,,경상북도,의성군,서릉리,128.353917,36.45142149
다인면 서릉2리 동네체육시설,간이운동장,경상북도 의성군 다인면 다인장길 31,,경상북도,의성군,서릉리,128.3557079,36.45033472
다인면 서릉2리 동네체육시설,간이운동장,경상북도 의성군 다인면 서릉리 서릉길 37,054-830-5333,경상북도,의성군,,128.3536607,36.45027488
다인면 송호1리 동네체육시설,간이운동장,경상북도 의성군 다인면 송호1길 169,,경상북도,의성군,송호리,128.3844532,36.44826626
다인면 신락2리 동네체육시설,간이운동장,경북 의성군 다인면 신락리 876,,경상북도,의성군,신락리,128.3642258,36.41908239
다인면 신락2리 동네체육시설,간이운동장,경상북도 의성군 다인면 신락리  876,054-830-5333,경상북도,의성군,,128.3654113,36.4173737
다인면 양서2리 동네체육시설,간이운동장,경상북도 의성군 다인면 용곡1길 11,,경상북도,의성군,양서리,128.3585894,36.51562924
다인면 평림리 동네체육시설,간이운동장,경상북도 의성군 다인면 평림리  543,054-830-5333,경상북도,의성군,,128.3579038,36.46896573
다인면 평림리 동네체육시설,간이운동장,경북 의성군 다인면 평림리 543-4,,경상북도,의성군,평림리,128.3579042,36.46896708
다인면게이트볼장,간이운동장,경상북도 의성군 다인면 서릉리 서부로 2724,054-830-5333,경상북도,의성군,,128.3579452,36.44677322
다인양서게이트볼장,기타시설,경상북도 의성군 다인면 덕미3길 18,,경상북도,의성군,덕미리,128.3576242,36.5076161
다정 야외운동기구,간이운동장,경상남도 남해군 이동면 다정리  902,055-860-8664,경상남도,남해군,,127.9203394,34.81581009
다정공원,간이운동장,경상북도 구미시 수출대로31길 67 (황상동),,경상북도,구미시,황상동,128.4255863,36.11694344
다정공원 체육시설,간이운동장,울산광역시 중구 다운동,,울산광역시,중구,,129.265567,35.563541
다정동 저류지 체육시설(축구장),축구장,세종특별자치시 다정동 640,,세종특별자치시,세종시,다정동,127.2531721,36.49618792
다정동저류지,전천후게이트볼장,세종특별자치시  다정동   640,,세종특별자치시,세종시,다정동,127.2531721,36.49618792
다정동저류지(유소년야구장),야구장,세종특별자치시 다정동 640,,세종특별자치시,세종시,다정동,127.2531721,36.49618792
다정동저류지(테니스장),테니스장,세종특별자치시 다정동 640,,세종특별자치시,세종시,다정동,127.2531721,36.49618792
다정동저류지게이트볼장,전천후게이트볼장,세종특별자치시 다정동 640,,세종특별자치시,세종시,다정동,127.2531721,36.49618792
다정어린이공원,간이운동장,경기도 수원시 권선구 권선동  경수대로276번길 43,,경기도,수원시,,127.022487,37.251395
다지1리 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 다산길 23,,전라남도,화순군,다지리,126.9978975,35.04976396
다지리구장,축구장,전라남도 화순군 화순읍 지실길 12-5,061-379-3401,전라남도,화순군,다지리,127.0027049,35.04218743
다천1 야외운동기구,간이운동장,경상남도 남해군 이동면 남해대로2385번길 37,055-860-8664,경상남도,남해군,다정리,127.9318754,34.81416471
다천2 야외운동기구,간이운동장,경상남도 남해군 이동면 남해대로2385번길 37,055-860-8664,경상남도,남해군,다정리,127.9318754,34.81416471
다초 야외운동기구,간이운동장,경상남도 남해군 이동면 초음리  1412,055-860-8664,경상남도,남해군,,127.9284935,34.8174391
다초구장,축구장,경남 남해군 이동면 초음리 1432,,경상남도,남해군,,127.9281229,34.81791785
다촌(내촌)마을 체육시설,간이운동장,경남 밀양시 산외면 엄광리 197-3,,경상남도,밀양시,엄광리,128.8097988,35.54334033
다촌(중촌)마을 체육시설,간이운동장,경남 밀양시 산외면 엄광리 1115,,경상남도,밀양시,엄광리,128.8056623,35.53796541
다촌마을 체육시설,간이운동장,경상남도 밀양시 산외면 엄광3길 41,,경상남도,밀양시,엄광리,128.8035914,35.53159503
다현학구경로당 운동기구,간이운동장,경상남도 의령군 궁류면 궁류로9길 5,,경상남도,의령군,다현리,128.2523136,35.45707914
다호마을 야외체육시설(도두2동 74-4),간이운동장,제주특별자치도 제주시 도두이동  다호길 90,,제주특별자치도,제주시,도두이동,126.4909642,33.50127352
다호마을팔각정야외운동시설,간이운동장,제주특별자치도 제주시 도두이동   2607,,제주특별자치도,제주시,,126.490921,33.50216
다호마을회관삼거리야외운동시설,간이운동장,제주특별자치도 제주시 도두이동   59,,제주특별자치도,제주시,,126.491097,33.501502
닥터헬기장 언덕,간이운동장,경북 봉화군 석포면 석포리 산 8-17,,경상북도,봉화군,석포리,129.0633697,37.0539123
단강리운동기구,간이운동장,강원특별자치도 원주시 부론면 단강리 부귀로 753,,강원특별자치도,원주시,단강리,127.7865689,37.15329887
단계공원,간이운동장,경상북도 구미시 선산읍 성황3길 35-71,,경상북도,구미시,이문리,128.2895494,36.23665743
단계동천곡공원전천후게이트볼장,전천후게이트볼장,,033-737-2892,강원특별자치도,원주시,,,
단계초교운동기구,간이운동장,강원특별자치도 원주시 단계동  북원로 2387,,강원특별자치도,원주시,단계동,127.9359554,37.3592043
단계희망쉼터,기타체육시설(체력단련장),경상북도 구미시 선산읍 단계서4길 18,,경상북도,구미시,노상리,128.2950623,36.24820115
단관근린공원체육시설,축구장,강원특별자치도 원주시 관설동  단관공원길 63,,강원특별자치도,원주시,관설동,127.9588853,37.31825231
단광마을회관,간이운동장,전라남도 장성군 장성읍 단광길 51-2,,전라남도,장성군,단광리,126.8046043,35.28557822
단구1리,간이운동장,,054-779-6967,경상북도,경주시,,,
단구1리 (야외운동기구),간이운동장,경상북도 경주시 강동면 새마을로 1196-2,,경상북도,경주시,단구리,129.2495173,36.05493621
단구2리 갈미마을 공터 야외운동기구,간이운동장,경북 경주시 강동면 단구리 899,,경상북도,경주시,단구리,129.245143,36.06232526
단구2리 마을회관(벽계마을) 야외운동기구,간이운동장,경상북도 경주시 강동면 벽계길 38,,경상북도,경주시,단구리,129.2489757,36.05956414
단구2리 벽계천 수변공원 야외운동기구,간이운동장,경상북도 경주시 강동면 벽계길 54-14,,경상북도,경주시,단구리,129.2497738,36.05866572
단구2리 야외운동기구(달성경로당),간이운동장,경상북도 경주시 강동면 안현로 2293,,경상북도,경주시,단구리,129.2426249,36.05741551
단구2리 이문안 경로당 야외운동기구,간이운동장,경상북도 경주시 강동면 이문안길 9-8,,경상북도,경주시,단구리,129.2460397,36.05139506
단구근린공원운동기구,간이운동장,강원특별자치도 원주시 관설동  단관공원길 63,,강원특별자치도,원주시,관설동,127.9588853,37.31825231
단구동공영주차장운동기구,간이운동장,강원특별자치도 원주시 단구동  단구로 282,,강원특별자치도,원주시,단구동,127.9570696,37.33022147
단구동실내게이트볼장,전천후게이트볼장,강원특별자치도 원주시 단구동  서원대로 472,,강원특별자치도,원주시,단구동,127.9548131,37.32309298
단구동실내게이트볼장,전천후게이트볼장,,033-737-2892,강원특별자치도,원주시,,,
단구동운동기구,간이운동장,강원특별자치도 원주시 개운동  개운4길 82,,강원특별자치도,원주시,개운동,127.960561,37.3368065
단구어린이공원체육시설,전천후게이트볼장,강원특별자치도 원주시 단구동  송림길 58,,강원특별자치도,원주시,단구동,127.9530168,37.33058215
단구중앙공원운동기구,간이운동장,강원특별자치도 원주시 단구동  서원대로 472,,강원특별자치도,원주시,단구동,127.9548131,37.32309298
단구중학교,간이운동장,강원특별자치도 원주시 단구동  단구로 405,,강원특별자치도,원주시,단구동,127.9568647,37.32082391
단대 게이트볼장,전천후게이트볼장,경기도 양평군 용문면 용문로491번길 18,,경기도,양평군,마룡리,127.6011792,37.49575898
단대게이트볼장,전천후게이트볼장,,,경기도,양평군,,,
단대게이트볼장,전천후게이트볼장,경기도 성남시 수정구 단대로16번길 25 (단대동),031-729-4803,경기도,성남시,단대동,127.1588223,37.45478763
단대공원 게이트볼장(복지),간이운동장,경기도 성남시 수정구 단대로 58 (단대동),,경기도,성남시,단대동,127.1564269,37.455126
단대공원 농구장,간이운동장,경기도 성남시 수정구 수정로332번길 32 (산성동),,경기도,성남시,산성동,127.1528496,37.45224023
단대공원 배드민턴장,간이운동장,경기도 성남시 수정구 수정로332번길 32 (산성동),,경기도,성남시,산성동,127.1538393,37.45207316
단대공원 배드민턴장(논골),간이운동장,경기도 성남시 수정구 단대로16번길 25 (단대동),,경기도,성남시,단대동,127.1559287,37.45413374
단대공원 배드민턴장(산성),간이운동장,경기도 성남시 수정구 수정로332번길 32 (산성동),,경기도,성남시,산성동,127.1539863,37.45212703
단대공원 배드민턴장(한마음),간이운동장,경기도 성남시 수정구 수정남로268번길 25 (산성동),,경기도,성남시,산성동,127.1530017,37.45148319
단대공원다목적운동장,기타시설,경기도 성남시 수정구 수정남로268번길 25 (산성동),,경기도,성남시,산성동,127.1537427,37.45126959
단대동 게이트볼장(산성),간이운동장,경기도 성남시 수정구 단대로 58 (단대동),,경기도,성남시,단대동,127.1564269,37.455126
단밀게이트볼장,기타시설,경상북도 의성군 단밀면 도안로 1656-1,,경상북도,의성군,주선리,128.3816097,36.37320531
단밀농공단지 체육시설,간이운동장,경상북도 의성군 단밀면 낙정리  835,,경상북도,의성군,낙정리,128.3109402,36.33524465
단밀면 낙정1리 체육시설,간이운동장,경상북도 의성군 단밀면 낙정리  389,054-830-5266,경상북도,의성군,낙정리,128.3095004,36.33970562
단밀면 낙정2리 체육시설,간이운동장,경상북도 의성군 단밀면 낙정2길 61,054-830-5266,경상북도,의성군,낙정리,128.3037952,36.35187823
단밀면 생송1리 체육시설,간이운동장,경북 의성군 단밀면 생송리 235-1,,경상북도,의성군,생송리,128.3504556,36.37470726
단밀면 생송2리 체육시설,간이운동장,경상북도 의성군 단밀면 생송2길 146,,경상북도,의성군,생송리,128.3302903,36.35996078
단밀면 생송3리 체육시설,간이운동장,경상북도 의성군 단밀면 생송3길 119,,경상북도,의성군,생송리,128.3164286,36.37387973
단밀면 서제1리 체육시설,간이운동장,경북 의성군 단밀면 서제리 1085-12,,경상북도,의성군,서제리,128.3699659,36.3802414
단밀면 서제2리 체육시설,간이운동장,경상북도 의성군 단밀면 서제리 418,054-830-5266,경상북도,의성군,,128.3668188,36.38417921
단밀면 속암1리 체육시설,간이운동장,경상북도 의성군 단밀면 속암리  171,054-830-5266,경상북도,의성군,속암리,128.3823995,36.37544477
단밀면 속암2리 체육시설,간이운동장,경상북도 의성군 단밀면 속암길 7-6,054-830-5266,경상북도,의성군,속암리,128.3784016,36.38037376
단밀면 용곡1리 체육시설,간이운동장,경상북도 의성군 단밀면 용곡리  885,054-830-5266,경상북도,의성군,용곡리,128.398676,36.35675033
단밀면 용곡2리 체육시설,간이운동장,경상북도 의성군 단밀면 누실길 112,054-830-5266,경상북도,의성군,용곡리,128.3916887,36.34999834
단밀면 위중1리 체육시설,간이운동장,경상북도 의성군 단밀면 위중1길 17,054-830-5266,경상북도,의성군,위중리,128.3919396,36.36285845
단밀면 위중2리 체육시설,간이운동장,경상북도 의성군 단밀면 위중리  563,054-830-5266,경상북도,의성군,위중리,128.3876302,36.36478512
단밀면 위중3리 체육시설,간이운동장,경상북도 의성군 단밀면 위중3길 184,054-830-5266,경상북도,의성군,위중리,128.3711772,36.35569394
단밀면 주선1리 체육시설,간이운동장,경상북도 의성군 단밀면 주선리 48-3,054-830-5266,경상북도,의성군,,128.3826291,36.3740419
단밀면 주선2리 체육시설,간이운동장,경상북도 의성군 단밀면 주선리  489,054-830-5266,경상북도,의성군,주선리,128.3799903,36.37369215
단밀면 주선3리 체육시설,간이운동장,경상북도 의성군 단밀면 주선3길 57-4,054-830-5266,경상북도,의성군,주선리,128.37292,36.37471618
단밀면 팔등리 체육시설,간이운동장,경상북도 의성군 단밀면 팔등리  289,054-830-5266,경상북도,의성군,팔등리,128.3529975,36.40019972
단병골샘터(야외운동기구),간이운동장,강원특별자치도 동해시 초구동   27,,강원특별자치도,동해시,,129.103378,37.56803753
단북게이트볼장,전천후게이트볼장,경상북도 의성군 단북면 단북다인로 168,,경상북도,의성군,이연리,128.4047411,36.38768239
단북리 회관,간이운동장,경상북도 경산시 자인면 단북길 65,053-804-7508,경상북도,경산시,단북리,128.8177797,35.83490854
단북면 그라운드골프장,간이운동장,경상북도 의성군 단북면 이연리  606,054-830-5284,경상북도,의성군,,128.4057787,36.38663212
단북면분회동네체육시설,간이운동장,경북 의성군 단북면 이연리 875-1,,경상북도,의성군,이연리,128.4030536,36.38799661
단산 체육시설,간이운동장,경상남도 밀양시 산외면 산외로 694-2,,경상남도,밀양시,금곡리,128.8386785,35.51034249
단산동경로당 앞 체육시설(단산길22),간이운동장,대구광역시 동구 단산길 22 (봉무동),,대구광역시,동구,봉무동,128.6463075,35.92287654
단산리 동네체육시설,간이운동장,대구광역시 달성군 가창면 단산길 97-3,053-668-5570,대구광역시,달성군,단산리,128.6612166,35.76630401
단산면 구구1리 정자 쉼터,간이운동장,경북 영주시 단산면 구구리 597-11,,경상북도,영주시,구구리,128.6112312,36.91158071
단산면 구구2리 경로당,간이운동장,경상북도 영주시 단산면 구구로105번길 19-2,,경상북도,영주시,구구리,128.6107465,36.90368734
단산면 구구3리 분회 체육시설,간이운동장,경북 영주시 단산면 구구리 333-1,,경상북도,영주시,구구리,128.62379,36.90676415
단산면 구구리 구구쉼터,간이운동장,경북 영주시 단산면 구구리 712-2,,경상북도,영주시,구구리,128.612689,36.90216173
단산면 단곡1리 마을회관 놀이터(1),간이운동장,경상북도 영주시 단산면 단곡로21번길 18,,경상북도,영주시,단곡리,128.5983928,36.94950945
단산면 단곡1리 마을회관 놀이터(2),간이운동장,경상북도 영주시 단산면 단곡로21번길 18,,경상북도,영주시,단곡리,128.5983928,36.94950945
단산면 단곡3리 정자 쉼터,간이운동장,경북 영주시 단산면 단곡리 554-2,,경상북도,영주시,단곡리,128.5899256,36.95088453
단산면 단곡리 22-9(안남마을회관),간이운동장,경상북도 영주시 단산면 소백로3255번길 30,,경상북도,영주시,단곡리,128.6149383,36.9525502
단산면 단곡리 안남마을회관,간이운동장,경상북도 영주시 단산면 소백로3255번길 30,,경상북도,영주시,단곡리,128.6149383,36.9525502
단산면 동원1리 구미 체육시설,간이운동장,경상북도 영주시 단산면 동원로 171,,경상북도,영주시,동원리,128.6194075,36.88435672
단산면 동원1리 정자 쉼터,간이운동장,경상북도 영주시 단산면 동원로 391,,경상북도,영주시,동원리,128.6194075,36.88435672
단산면 동원2리 경로당,간이운동장,경상북도 영주시 단산면 동원로105번길 33,,경상북도,영주시,동원리,128.6031706,36.88069902
단산면 동원2리 정자 쉼터,간이운동장,경북 영주시 단산면 동원리 832-1,,경상북도,영주시,동원리,128.6029828,36.8886664
단산면 병산1리 마을회관 앞,간이운동장,경북 영주시 단산면 병산리 301-2,,경상북도,영주시,병산리,128.6091557,36.9251562
단산면 병산2리 마을회관 앞,간이운동장,경상북도 영주시 단산면 단산로667번길 25-2,,경상북도,영주시,병산리,128.6110476,36.93570461
단산면 사천1리 정자 쉼터,간이운동장,경북 영주시 단산면 사천리 471-1,,경상북도,영주시,사천리,128.5955721,36.89002757
단산면 사천2리 경로당 마을회관 앞(1),간이운동장,경상북도 영주시 단산면 단산로285번길 6,,경상북도,영주시,사천리,128.6007857,36.90355531
단산면 사천2리 경로당 마을회관 앞(2),간이운동장,경상북도 영주시 단산면 단산로285번길 6,,경상북도,영주시,사천리,128.600797,36.90360885
단산면 옥대1리 경로당,간이운동장,경북 영주시 단산면 옥대리 114-1,,경상북도,영주시,옥대리,128.6213718,36.94978576
단산면 옥대1리 경로당 앞,간이운동장,경북 영주시 단산면 옥대리 114,,경상북도,영주시,옥대리,128.6212713,36.94970488
단산면 옥대1리 면사무소 옆,간이운동장,경북 영주시 단산면 옥대리 199-19,,경상북도,영주시,옥대리,128.6192494,36.95094952
단산면 옥대1리 분회경로당,간이운동장,경상북도 영주시 단산면 옥대로 65,,경상북도,영주시,옥대리,128.6203895,36.95368379
단산면 옥대1리 소백산마을,간이운동장,경북 영주시 단산면 옥대리 162,,경상북도,영주시,옥대리,128.6156273,36.95060243
단산면 옥대1리경로당 앞(2),간이운동장,경북 영주시 단산면 옥대리 209-1,,경상북도,영주시,옥대리,128.6217179,36.94979806
단산면 옥대3리회관 정자 쉼터,간이운동장,경북 영주시 단산면 옥대리 430-2,,경상북도,영주시,옥대리,128.6204203,36.96043357
단산면 옥대4리 마을회관 앞,간이운동장,경상북도 영주시 단산면 영단로158번길 30,,경상북도,영주시,옥대리,128.615877,36.96551004
단산면 옥대리 게이트볼장,전천후게이트볼장,경상북도 영주시 단산면 소백로 3239,,경상북도,영주시,옥대리,128.6164002,36.95052164
단산면 옥대리 모산교 근처,간이운동장,경상북도 영주시 단산면 영단로15번길 14-10,,경상북도,영주시,옥대리,128.6149695,36.96389196
단산면 옥대리 소백산마을 캠핑장,간이운동장,경북 영주시 단산면 옥대리 161-1,,경상북도,영주시,옥대리,128.6149219,36.95037057
단산면 좌석리 정자 쉼터,간이운동장,경북 영주시 단산면 좌석리 89-16,,경상북도,영주시,좌석리,128.5847049,36.98280977
단석어린이공원 야외운동기구,간이운동장,경상북도 경주시 건천읍 건천리  177,,경상북도,경주시,건천리,129.1052045,35.85238474
단성 게이트볼장,전천후게이트볼장,경상남도 산청군 단성면 목화로 960-15,,경상남도,산청군,성내리,127.9581306,35.29699225
단성 족구장,기타시설,경상남도 산청군 단성면 사직단로 456-12,,경상남도,산청군,성내리,127.9603131,35.29759422
단성 풋살장,축구장,경상남도 산청군 단성면 성내리 사직단로 456,,경상남도,산청군,성내리,127.9605853,35.29813752
단성 풋살장,기타시설,경남 산청군 단성면 성내리 144,,경상남도,산청군,성내리,127.9605853,35.29813752
단성면 관정마을 운동기구-1,간이운동장,경남 산청군 단성면 관정리 565,,경상남도,산청군,관정리,127.9484531,35.25101285
단성면 관정마을 운동기구-2,간이운동장,경남 산청군 단성면 관정리 565,,경상남도,산청군,관정리,127.9484531,35.25101285
단성면 교동마을 운동기구,간이운동장,경남 산청군 단성면 강누리 산 6,,경상남도,산청군,강누리,127.9574668,35.30619118
단성면 구만마을 운동기구,간이운동장,경남 산청군 단성면 창촌리 768-3,,경상남도,산청군,창촌리,127.8951044,35.26881159
단성면 구만마을 운동기구-2,간이운동장,경남 산청군 단성면 창촌리 768-3,,경상남도,산청군,창촌리,127.8951044,35.26881159
단성면 길리 운동기구,간이운동장,경상남도 산청군 단성면 호암로233번길 51-4,055-970-6414,경상남도,산청군,길리,127.9160701,35.28398565
단성면 길리마을회관 운동기구,간이운동장,경상남도 산청군 단성면 지리산대로2700번길 24,055-970-6414,경상남도,산청군,길리,127.9171444,35.26851835
단성면 남사마을 운동기구,간이운동장,경상남도 산청군 단성면 목화로 2,,경상남도,산청군,남사리,127.9372182,35.27268445
단성면 남산마을 운동기구-1,간이운동장,경남 산청군 단성면 성내리 469-5,,경상남도,산청군,성내리,127.9570692,35.29981657
단성면 남산마을 운동기구-2,간이운동장,경남 산청군 단성면 성내리 469-5,,경상남도,산청군,성내리,127.9570692,35.29981657
단성면 당산마을 운동기구,간이운동장,경남 산청군 단성면 당산리 496,,경상남도,산청군,당산리,127.8960218,35.24011038
단성면 매화정마을 운동기구-1,간이운동장,경상남도 산청군 단성면 호암로233번길 51-4,,경상남도,산청군,길리,127.9157755,35.28411523
단성면 묵상마을 운동기구-1,간이운동장,경남 산청군 단성면 묵곡리 949,,경상남도,산청군,묵곡리,127.9649482,35.27764063
단성면 묵상마을 운동기구-2,간이운동장,경남 산청군 단성면 묵곡리 949,,경상남도,산청군,묵곡리,127.9649482,35.27764063
단성면 배양마을 운동기구,간이운동장,경상남도 산청군 단성면 목화로 887,,경상남도,산청군,사월리,127.9580563,35.29061291
단성면 상사마을 운동기구-1,간이운동장,경남 산청군 단성면 사월리 1394-1,,경상남도,산청군,사월리,127.9348559,35.27601069
단성면 상사마을 운동기구-2,간이운동장,경상남도 산청군 단성면 상동길 42,,경상남도,산청군,사월리,127.9336775,35.27465774
단성면 석대마을 운동기구-1,간이운동장,경남 산청군 단성면 방목리 924-10,,경상남도,산청군,방목리,127.9281473,35.32231351
단성면 석대마을 운동기구-2,간이운동장,경남 산청군 단성면 방목리 937-17,,경상남도,산청군,방목리,127.9269107,35.31707186
단성면 석대마을 운동기구-3,간이운동장,경남 산청군 단성면 방목리 115-2,,경상남도,산청군,방목리,127.9291203,35.31401627
단성면 성내마을 운동기구,간이운동장,경남 산청군 단성면 성내리 199,,경상남도,산청군,성내리,127.9592615,35.29693209
단성면 성내마을 운동기구-2,간이운동장,경남 산청군 단성면 성내리 598-14,,경상남도,산청군,성내리,127.9556972,35.29649344
단성면 소귀마을 운동기구,간이운동장,경상남도 산청군 단성면 동방실로67번길 22,,경상남도,산청군,입석리,127.9238275,35.28911878
단성면 소귀마을 운동기구-2,간이운동장,경상남도 산청군 단성면 동방실로67번길 27,,경상남도,산청군,입석리,127.9235758,35.28936865
단성면 소귀마을 운동기구-3,간이운동장,경남 산청군 단성면 입석리 428-2,,경상남도,산청군,입석리,127.9269477,35.2931632
단성면 소남마을 운동기구,간이운동장,경상남도 산청군 단성면 목화로 412,,경상남도,산청군,소남리,127.9566674,35.2536603
단성면 수산마을 운동기구,간이운동장,경상남도 산청군 단성면 강누방목로499번길 105,,경상남도,산청군,방목리,127.9331275,35.34465583
단성면 신기마을 운동기구,간이운동장,경남 산청군 단성면 강누리 166-4,,경상남도,산청군,강누리,127.9657531,35.3029091
단성면 어천마을 운동기구,간이운동장,경상남도 산청군 단성면 호암로 1333,,경상남도,산청군,방목리,127.9131053,35.3624721
단성면 입상마을 운동기구,간이운동장,경상남도 산청군 단성면 호암로241번길 34,,경상남도,산청군,입석리,127.9114581,35.28707897
단성면 중촌마을 운동기구,간이운동장,경상남도 산청군 단성면 석대로111번길 9-4,,경상남도,산청군,입석리,127.9173515,35.29458894
단성면 중촌마을 운동기구,간이운동장,경상남도 산청군 단성면 석대로111번길 9-4,055-970-6414,경상남도,산청군,입석리,127.9173505,35.29458967
단성면 진자마을 운동기구,간이운동장,경상남도 산청군 단성면 호암로 522,,경상남도,산청군,청계리,127.9028088,35.30757878
단성묵곡축구장,축구장,,,경상남도,산청군,,,
단성생활체육공원축구장,축구장,충청북도 단양군 단성면 하방리 162-2,043-420-2582,충청북도,단양군,하방리,128.320841,36.9391575
단성전천후게이트볼장,전천후게이트볼장,충청북도 단양군 단성면 북하1길 15,043-420-2582,충청북도,단양군,북하리,128.3359607,36.92822654
단성체육공원,간이운동장,경상남도 산청군 단성면 성내리 사직단로 456,,경상남도,산청군,,127.959771,35.297523
단성체육공원축구장,축구장,,,경상남도,산청군,,,
단성탁구장,체육관,경상남도 산청군 단성면 사직단로 456-12,,경상남도,산청군,성내리,127.9603131,35.29759422
단성파크골프장,기타시설,경남 산청군 단성면 묵곡리 931,,경상남도,산청군,묵곡리,127.965248,35.28216663
단양공설운동장,육상경기장,충청북도 단양군 단양읍 별곡6길 26,043-420-2582,충청북도,단양군,별곡리,128.365617,36.98734916
단양공설정구장,테니스장,충청북도 단양군 단양읍 삼봉로 376,043-420-2582,충청북도,단양군,별곡리,128.3675227,36.98990051
단양국궁장,국궁장,충청북도 단양군 단양읍 상진로 61,043-420-2582,충청북도,단양군,상진리,128.355192,36.98061274
단양국민체육센터,체육관,충청북도 단양군 단양읍 군청로 84-8,043-420-2582,충청북도,단양군,별곡리,128.3646947,36.98652002
단양다목적체육관,체육관,충청북도 단양군 단양읍 별곡3로 19,043-420-2582,충청북도,단양군,별곡리,128.3650477,36.98741698
단양청소년수련관수영장,수영장,충청북도 단양군 단양읍 삼봉로 187-18,043-420-3105,충청북도,단양군,상진리,128.3641168,36.97780846
단양클레이사격장,사격장,충청북도 단양군 단양읍 노동장현로 207-17,043-420-2582,충청북도,단양군,기촌리,128.3924301,36.96298061
단양테니스장,테니스장,충청북도 단양군 단양읍 상진로 31,043-420-2582,충청북도,단양군,상진리,128.3540324,36.98239656
